log_text,label
container terminated unexpectedly on prod-server-2,Kubernetes CrashLoop
deployment failed due to pod crash on frontend-app,Kubernetes CrashLoop
deployment failed due to pod crash on auth-service,Kubernetes CrashLoop
pod healthcheck failed continuously on auth-service,Kubernetes CrashLoop
deployment failed due to pod crash on payment-service,Kubernetes CrashLoop
pod healthcheck failed continuously on payment-service,Kubernetes CrashLoop
pod entered crashloopbackoff state on kafka-broker,Kubernetes CrashLoop
orchestrator detected unstable container on prod-server-1,Kubernetes CrashLoop
pod entered crashloopbackoff state on prod-server-1,Kubernetes CrashLoop
orchestrator detected unstable container on prod-server-2,Kubernetes CrashLoop
orchestrator detected unstable container on auth-service,Kubernetes CrashLoop
kubernetes pod restarting repeatedly on prod-server-2,Kubernetes CrashLoop
kubernetes pod restarting repeatedly on frontend-app,Kubernetes CrashLoop
kubernetes pod restarting repeatedly on db-cluster,Kubernetes CrashLoop
pod entered crashloopbackoff state on k8s-node-4,Kubernetes CrashLoop
orchestrator detected unstable container on prod-server-2,Kubernetes CrashLoop
container terminated unexpectedly on k8s-node-4,Kubernetes CrashLoop
pod entered crashloopbackoff state on redis-cache,Kubernetes CrashLoop
deployment failed due to pod crash on frontend-app,Kubernetes CrashLoop
kubernetes pod restarting repeatedly on k8s-node-4,Kubernetes CrashLoop
deployment failed due to pod crash on kafka-broker,Kubernetes CrashLoop
orchestrator detected unstable container on payment-service,Kubernetes CrashLoop
deployment failed due to pod crash on frontend-app,Kubernetes CrashLoop
pod healthcheck failed continuously on prod-server-1,Kubernetes CrashLoop
deployment failed due to pod crash on redis-cache,Kubernetes CrashLoop
deployment failed due to pod crash on auth-service,Kubernetes CrashLoop
container terminated unexpectedly on kafka-broker,Kubernetes CrashLoop
pod healthcheck failed continuously on frontend-app,Kubernetes CrashLoop
container terminated unexpectedly on prod-server-2,Kubernetes CrashLoop
container terminated unexpectedly on auth-service,Kubernetes CrashLoop
pod healthcheck failed continuously on prod-server-1,Kubernetes CrashLoop
container terminated unexpectedly on frontend-app,Kubernetes CrashLoop
pod entered crashloopbackoff state on db-cluster,Kubernetes CrashLoop
container terminated unexpectedly on prod-server-2,Kubernetes CrashLoop
deployment failed due to pod crash on prod-server-2,Kubernetes CrashLoop
pod healthcheck failed continuously on payment-service,Kubernetes CrashLoop
pod entered crashloopbackoff state on prod-server-2,Kubernetes CrashLoop
pod entered crashloopbackoff state on api-gateway,Kubernetes CrashLoop
kubernetes pod restarting repeatedly on k8s-node-4,Kubernetes CrashLoop
container terminated unexpectedly on api-gateway,Kubernetes CrashLoop
deployment failed due to pod crash on prod-server-2,Kubernetes CrashLoop
pod entered crashloopbackoff state on prod-server-1,Kubernetes CrashLoop
pod entered crashloopbackoff state on frontend-app,Kubernetes CrashLoop
pod entered crashloopbackoff state on prod-server-2,Kubernetes CrashLoop
pod entered crashloopbackoff state on payment-service,Kubernetes CrashLoop
pod healthcheck failed continuously on redis-cache,Kubernetes CrashLoop
container terminated unexpectedly on auth-service,Kubernetes CrashLoop
kubernetes pod restarting repeatedly on kafka-broker,Kubernetes CrashLoop
container terminated unexpectedly on payment-service,Kubernetes CrashLoop
kubernetes pod restarting repeatedly on auth-service,Kubernetes CrashLoop
pod healthcheck failed continuously on auth-service,Kubernetes CrashLoop
pod healthcheck failed continuously on db-cluster,Kubernetes CrashLoop
pod healthcheck failed continuously on frontend-app,Kubernetes CrashLoop
container terminated unexpectedly on redis-cache,Kubernetes CrashLoop
deployment failed due to pod crash on prod-server-1,Kubernetes CrashLoop
kubernetes pod restarting repeatedly on api-gateway,Kubernetes CrashLoop
deployment failed due to pod crash on redis-cache,Kubernetes CrashLoop
deployment failed due to pod crash on frontend-app,Kubernetes CrashLoop
kubernetes pod restarting repeatedly on api-gateway,Kubernetes CrashLoop
container terminated unexpectedly on kafka-broker,Kubernetes CrashLoop
orchestrator detected unstable container on prod-server-2,Kubernetes CrashLoop
pod entered crashloopbackoff state on db-cluster,Kubernetes CrashLoop
pod entered crashloopbackoff state on payment-service,Kubernetes CrashLoop
kubernetes pod restarting repeatedly on payment-service,Kubernetes CrashLoop
container terminated unexpectedly on api-gateway,Kubernetes CrashLoop
orchestrator detected unstable container on api-gateway,Kubernetes CrashLoop
kubernetes pod restarting repeatedly on prod-server-1,Kubernetes CrashLoop
orchestrator detected unstable container on redis-cache,Kubernetes CrashLoop
pod healthcheck failed continuously on k8s-node-4,Kubernetes CrashLoop
pod healthcheck failed continuously on api-gateway,Kubernetes CrashLoop
pod entered crashloopbackoff state on db-cluster,Kubernetes CrashLoop
container terminated unexpectedly on k8s-node-4,Kubernetes CrashLoop
orchestrator detected unstable container on kafka-broker,Kubernetes CrashLoop
orchestrator detected unstable container on k8s-node-4,Kubernetes CrashLoop
orchestrator detected unstable container on kafka-broker,Kubernetes CrashLoop
pod healthcheck failed continuously on redis-cache,Kubernetes CrashLoop
orchestrator detected unstable container on auth-service,Kubernetes CrashLoop
container terminated unexpectedly on db-cluster,Kubernetes CrashLoop
pod healthcheck failed continuously on api-gateway,Kubernetes CrashLoop
deployment failed due to pod crash on prod-server-1,Kubernetes CrashLoop
pod entered crashloopbackoff state on db-cluster,Kubernetes CrashLoop
pod entered crashloopbackoff state on prod-server-2,Kubernetes CrashLoop
orchestrator detected unstable container on redis-cache,Kubernetes CrashLoop
container terminated unexpectedly on prod-server-1,Kubernetes CrashLoop
kubernetes pod restarting repeatedly on prod-server-1,Kubernetes CrashLoop
pod healthcheck failed continuously on redis-cache,Kubernetes CrashLoop
pod healthcheck failed continuously on k8s-node-4,Kubernetes CrashLoop
pod healthcheck failed continuously on api-gateway,Kubernetes CrashLoop
deployment failed due to pod crash on redis-cache,Kubernetes CrashLoop
kubernetes pod restarting repeatedly on redis-cache,Kubernetes CrashLoop
pod entered crashloopbackoff state on frontend-app,Kubernetes CrashLoop
deployment failed due to pod crash on redis-cache,Kubernetes CrashLoop
pod entered crashloopbackoff state on k8s-node-4,Kubernetes CrashLoop
pod healthcheck failed continuously on k8s-node-4,Kubernetes CrashLoop
kubernetes pod restarting repeatedly on db-cluster,Kubernetes CrashLoop
container terminated unexpectedly on payment-service,Kubernetes CrashLoop
pod healthcheck failed continuously on auth-service,Kubernetes CrashLoop
deployment failed due to pod crash on payment-service,Kubernetes CrashLoop
orchestrator detected unstable container on db-cluster,Kubernetes CrashLoop
container terminated unexpectedly on api-gateway,Kubernetes CrashLoop
kubernetes pod restarting repeatedly on prod-server-1,Kubernetes CrashLoop
kubernetes pod restarting repeatedly on frontend-app,Kubernetes CrashLoop
deployment failed due to pod crash on prod-server-1,Kubernetes CrashLoop
orchestrator detected unstable container on redis-cache,Kubernetes CrashLoop
deployment failed due to pod crash on db-cluster,Kubernetes CrashLoop
deployment failed due to pod crash on prod-server-1,Kubernetes CrashLoop
pod healthcheck failed continuously on frontend-app,Kubernetes CrashLoop
container terminated unexpectedly on redis-cache,Kubernetes CrashLoop
pod healthcheck failed continuously on frontend-app,Kubernetes CrashLoop
container terminated unexpectedly on payment-service,Kubernetes CrashLoop
pod healthcheck failed continuously on kafka-broker,Kubernetes CrashLoop
pod entered crashloopbackoff state on prod-server-2,Kubernetes CrashLoop
kubernetes pod restarting repeatedly on prod-server-1,Kubernetes CrashLoop
pod healthcheck failed continuously on payment-service,Kubernetes CrashLoop
kubernetes pod restarting repeatedly on api-gateway,Kubernetes CrashLoop
pod entered crashloopbackoff state on prod-server-1,Kubernetes CrashLoop
orchestrator detected unstable container on k8s-node-4,Kubernetes CrashLoop
pod healthcheck failed continuously on prod-server-1,Kubernetes CrashLoop
pod entered crashloopbackoff state on frontend-app,Kubernetes CrashLoop
deployment failed due to pod crash on api-gateway,Kubernetes CrashLoop
orchestrator detected unstable container on redis-cache,Kubernetes CrashLoop
pod healthcheck failed continuously on kafka-broker,Kubernetes CrashLoop
kubernetes pod restarting repeatedly on auth-service,Kubernetes CrashLoop
orchestrator detected unstable container on prod-server-1,Kubernetes CrashLoop
kubernetes pod restarting repeatedly on api-gateway,Kubernetes CrashLoop
orchestrator detected unstable container on redis-cache,Kubernetes CrashLoop
kubernetes pod restarting repeatedly on api-gateway,Kubernetes CrashLoop
pod entered crashloopbackoff state on payment-service,Kubernetes CrashLoop
container terminated unexpectedly on kafka-broker,Kubernetes CrashLoop
deployment failed due to pod crash on redis-cache,Kubernetes CrashLoop
pod healthcheck failed continuously on redis-cache,Kubernetes CrashLoop
deployment failed due to pod crash on api-gateway,Kubernetes CrashLoop
pod healthcheck failed continuously on k8s-node-4,Kubernetes CrashLoop
orchestrator detected unstable container on auth-service,Kubernetes CrashLoop
pod healthcheck failed continuously on prod-server-1,Kubernetes CrashLoop
orchestrator detected unstable container on prod-server-1,Kubernetes CrashLoop
deployment failed due to pod crash on redis-cache,Kubernetes CrashLoop
orchestrator detected unstable container on prod-server-2,Kubernetes CrashLoop
pod healthcheck failed continuously on prod-server-1,Kubernetes CrashLoop
container terminated unexpectedly on kafka-broker,Kubernetes CrashLoop
pod healthcheck failed continuously on kafka-broker,Kubernetes CrashLoop
kubernetes pod restarting repeatedly on prod-server-2,Kubernetes CrashLoop
orchestrator detected unstable container on prod-server-1,Kubernetes CrashLoop
kubernetes pod restarting repeatedly on prod-server-1,Kubernetes CrashLoop
pod healthcheck failed continuously on frontend-app,Kubernetes CrashLoop
orchestrator detected unstable container on frontend-app,Kubernetes CrashLoop
orchestrator detected unstable container on frontend-app,Kubernetes CrashLoop
deployment failed due to pod crash on auth-service,Kubernetes CrashLoop
deployment failed due to pod crash on frontend-app,Kubernetes CrashLoop
pod entered crashloopbackoff state on k8s-node-4,Kubernetes CrashLoop
orchestrator detected unstable container on prod-server-2,Kubernetes CrashLoop
orchestrator detected unstable container on prod-server-2,Kubernetes CrashLoop
kubernetes pod restarting repeatedly on kafka-broker,Kubernetes CrashLoop
deployment failed due to pod crash on prod-server-2,Kubernetes CrashLoop
deployment failed due to pod crash on k8s-node-4,Kubernetes CrashLoop
container terminated unexpectedly on auth-service,Kubernetes CrashLoop
container terminated unexpectedly on redis-cache,Kubernetes CrashLoop
pod entered crashloopbackoff state on k8s-node-4,Kubernetes CrashLoop
orchestrator detected unstable container on db-cluster,Kubernetes CrashLoop
kubernetes pod restarting repeatedly on frontend-app,Kubernetes CrashLoop
pod entered crashloopbackoff state on redis-cache,Kubernetes CrashLoop
pod entered crashloopbackoff state on prod-server-1,Kubernetes CrashLoop
deployment failed due to pod crash on api-gateway,Kubernetes CrashLoop
kubernetes pod restarting repeatedly on prod-server-2,Kubernetes CrashLoop
pod entered crashloopbackoff state on prod-server-2,Kubernetes CrashLoop
pod healthcheck failed continuously on redis-cache,Kubernetes CrashLoop
kubernetes pod restarting repeatedly on k8s-node-4,Kubernetes CrashLoop
kubernetes pod restarting repeatedly on auth-service,Kubernetes CrashLoop
kubernetes pod restarting repeatedly on payment-service,Kubernetes CrashLoop
orchestrator detected unstable container on k8s-node-4,Kubernetes CrashLoop
orchestrator detected unstable container on k8s-node-4,Kubernetes CrashLoop
container terminated unexpectedly on redis-cache,Kubernetes CrashLoop
container terminated unexpectedly on api-gateway,Kubernetes CrashLoop
deployment failed due to pod crash on prod-server-2,Kubernetes CrashLoop
orchestrator detected unstable container on redis-cache,Kubernetes CrashLoop
orchestrator detected unstable container on frontend-app,Kubernetes CrashLoop
container terminated unexpectedly on redis-cache,Kubernetes CrashLoop
kubernetes pod restarting repeatedly on db-cluster,Kubernetes CrashLoop
pod healthcheck failed continuously on prod-server-2,Kubernetes CrashLoop
orchestrator detected unstable container on payment-service,Kubernetes CrashLoop
deployment failed due to pod crash on k8s-node-4,Kubernetes CrashLoop
container terminated unexpectedly on db-cluster,Kubernetes CrashLoop
pod entered crashloopbackoff state on frontend-app,Kubernetes CrashLoop
container terminated unexpectedly on redis-cache,Kubernetes CrashLoop
